Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
NSC,4381,001,,23,,,2,,,1,,,1,,1,,,,,0,"Thorn, Catherine A",,,,,,cat170002,catherine thorn,Health Disparities in Neuroscience 
NSC,4382,0W1,171,63,30,14,6,7,1,1,1,,2,,1,,,,,1,"Moller, Aage R","Thompson, Lucien",,,,,amoller,aage moller,Neurobiology of Emotion 
NSC,4V90,004,1,9,4,4,4,1,4,2,,,3,,1,,,,,1,"Maqbool, Mohsin",,,,,,mxm210090,mohsin maqbool,Special Topics in Neuroscience 
NSC,4V90,0W1,14,29,,,,,,,,,,,,,,,1,1,"Shareef, Safiullah M",,,,,,sms170009,safiullah shareef,Special Topics in Neuroscience 
OB,6248,CW1,,29,,,,,,,,,,,,,,,,0,"Hicks, Robert",,,,,,,robert hicks,
OB,6249,CW1,,26,,,,,,,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham,
OB,6301,001,,6,14,5,5,3,2,1,,,,,4,,,,,1,"Hasenhuttl, Maria","Motwani, Harsha Prabhu",,,,,h1562,maria hasenhuttl,Organizational Behavior 
OB,6301,0W1,,52,7,6,4,,3,2,,,,,1,,,,,2,"Hasenhuttl, Maria","Guo, Nan",,,,,h1562,maria hasenhuttl,Organizational Behavior 
OB,6301,501,,12,7,6,7,5,2,2,,,,,1,,,,1,3,"Hasenhuttl, Maria","Motwani, Harsha Prabhu",,,,,h1562,maria hasenhuttl,Organizational Behavior 
OB,6332,001,,25,1,,2,,,,,,,,,,,,,0,"Ziegler, Laurie","Kim, Hwayoung",,,,,ziegler,laurie ziegler,Negotiation and Dispute Resolution 
OB,6332,0W1,,30,1,,2,2,,,,,,,,,,,,0,"Ziegler, Laurie","Kim, Hwayoung",,,,,ziegler,laurie ziegler,Negotiation and Dispute Resolution 
OB,6332,501,,14,4,3,2,,,1,,,,,,,,,1,0,"Choi, Emily","Lee, Minjung",,,,,exc113230,emily choi,Negotiation and Dispute Resolution 
OB,6334,GW1,,13,1,,1,,,,,,,,,,,,,0,"Thurgood, Keith L",,,,,,klt160130,keith thurgood,
OB,6337,CH1,,22,,1,,,,,,,,,,,,,,0,"Latham, Van M","Plaisance Bryan, Suzette T",,,,,,van latham,
OB,6337,CH2,,26,2,1,1,,,,,,,,,,,,,1,"Latham, Van M","Plaisance Bryan, Suzette T",,,,,,van latham,
OB,6338,CH1,,15,2,4,2,,,,,,,,1,,,,,0,"Rofsky, Neil M","Rentschler, Margaret F",,,,,,neil rofsky,
OB,6338,CH2,,26,5,1,,,,,,,,,,,,,,0,"Rofsky, Neil M","Rentschler, Margaret F",,,,,,neil rofsky,
OB,6339,XS1,,10,18,,,,,,,,,,,,,,,1,"Bolton, Gary",,,,,,gxb122130,gary bolton,
OB,6342,CW1,,25,4,1,1,1,,,,,,,1,,,,,0,"Norton, Larry",,,,,,,larry norton,
OB,6346,CW1,,41,6,,,,,,,,,,1,,,,,0,"Latham, Van M",,,,,,,van latham,
OB,6346,GW1,,15,,,,,,,,,,,,,,,,0,"Thurgood, Keith L",,,,,,klt160130,keith thurgood,
OB,6350,CW1,,21,7,,1,,,,,,,,,,,,,0,"Hicks, Robert",,,,,,,robert hicks,
OB,6351,CW1,,13,7,4,1,,,,,,,,1,,,,,0,"Norton, Larry",,,,,,,larry norton,
OB,6356,CW1,,20,2,1,,1,,,,,,,,,,,,0,"Albrecht, Dale J",,,,,,dja180003,dale albrecht,
OB,6370,CW1,,7,,4,,,,1,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham,
OB,6373,CW1,,9,3,,,1,,,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham,
OB,6374,CW1,,9,2,,,,1,,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham,
OBHR,3310,001,,16,9,9,4,4,1,5,,,3,,3,,,,,0,"Hicks, Jeffrey N","Huang, He",,,,,jnh061000,jeffrey hicks,Organizational Behavior 
OBHR,3310,002,28,13,4,11,,3,1,,,,,,,,,,,1,"Teschner, Ryan S",,,,,,rst180002,ryan teschner,Organizational Behavior 
OBHR,3310,003,,10,18,14,12,5,,,,,,,,,,,,1,"Wu, Junfeng","Kim, Hwayoung",,,,,jxw175430,junfeng wu,Organizational Behavior 
OBHR,3310,004,6,13,7,10,6,1,,1,,2,,,1,,,,,0,"Wu, Junfeng","Kim, Hwayoung",,,,,jxw175430,junfeng wu,Organizational Behavior 
OBHR,3310,005,4,12,14,11,8,,3,3,2,1,2,,,,,,,0,"Wu, Junfeng","Kim, Hwayoung",,,,,jxw175430,junfeng wu,Organizational Behavior 
OBHR,3310,501,3,2,5,3,5,11,3,4,9,4,2,1,3,,,,,4,"Olsztynska, Agnieszka","Hanifiafshar, Sharmin",,,,,axo027000,agnieszka olsztynska,Organizational Behavior 
OBHR,3310,HON,,31,14,7,1,2,,,,,1,,1,,,,,0,"Hicks, Jeffrey N","Huang, He",,,,,jnh061000,jeffrey hicks,
OBHR,3330,001,,11,16,15,6,7,3,1,,,1,,,,,,,0,"Meda, Edward","Huang, He","Lee, Minjung",,,,exm150330,edward meda,Introduction to Human Resource Management 
OBHR,3330,002,4,2,5,8,10,6,3,8,8,,,,4,,,,,1,"Takeuchi, Riki","Guo, Nan",,,,,rxt173730,riki takeuchi,Introduction to Human Resource Management 
OBHR,3330,003,,6,15,16,5,10,2,3,2,,,,,,,,,0,"Meda, Edward","Huang, He","Lee, Minjung",,,,exm150330,edward meda,Introduction to Human Resource Management 
OBHR,3330,004,1,1,4,7,4,12,8,5,9,1,2,2,3,,,,,1,"Olsztynska, Agnieszka","Hanifiafshar, Sharmin",,,,,axo027000,agnieszka olsztynska,Introduction to Human Resource Management 
OBHR,3330,006,9,5,6,8,11,12,3,1,1,,1,,1,,,,,1,"Weekley, Jeff A","Maneck, Shaneil",,,,,jaw160330,jeff weekley,Introduction to Human Resource Management 
OBHR,3330,007,6,5,8,8,14,10,3,4,1,,,,1,,,,,0,"Weekley, Jeff A","Maneck, Shaneil",,,,,jaw160330,jeff weekley,Introduction to Human Resource Management 
OBHR,3330,501,1,5,17,8,9,5,5,6,,,,,2,,,,,2,"Meda, Edward","Huang, He","Lee, Minjung",,,,exm150330,edward meda,Introduction to Human Resource Management 
OBHR,3330,502,5,2,6,9,5,11,5,4,2,,3,6,2,,,,,0,"Olsztynska, Agnieszka","Hanifiafshar, Sharmin",,,,,axo027000,agnieszka olsztynska,Introduction to Human Resource Management 
OBHR,4310,001,9,32,9,3,4,1,,1,,,,,,,,,,0,"McNulty, Diane S","Patel, Kishan Dilipbhai",,,,,dmcnulty,diane mcnulty,Business Ethics 
OBHR,4331,501,,4,26,9,2,5,1,,,,,,,,,,,0,"McGraw-Baker, Lori A",,,,,,lam012200,,Compensation and Benefits Administration 
OBHR,4333,001,15,10,5,2,5,1,1,3,,,,,,,,,,1,"Ritchey, David B",,,,,,davidr,david ritchey,Performance Management 
OBHR,4352,002,4,7,4,6,3,2,,,1,1,,1,1,,,,,1,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey,Negotiation and Dispute Resolution 
OBHR,4354,001,1,18,26,4,3,2,1,1,1,,,,,,,,,1,"Meda, Edward","Huang, He","Lee, Minjung",,,,exm150330,edward meda,Leading Organizational Change 
OBHR,4361,001,3,1,1,3,,1,,,,,,,1,,,,,0,"Trummer, Tamara S",,,,,,tst170030,tamara trummer,The Human Resource Professional 
OBHR,4395,001,1,5,5,1,12,3,,,1,,,,,,,,,0,"Weekley, Jeff A","Maneck, Shaneil",,,,,jaw160330,jeff weekley,Capstone Senior Project - Human Resource Management 
OPRE,3310,002,5,15,,8,11,,,11,,,2,,5,,,,1,1,"Mozik, Vince C",,,,,,vcm170130,vince mozik,Operations Management 
OPRE,3310,003,1,10,,5,20,,4,11,,,5,,2,,,,,1,"Subramoniam, Ramesh","Mhatre, Nikita Mahendra",,,,,rxs179630,ramesh subramoniam,Operations Management 
OPRE,3310,004,,1,3,,7,4,,14,6,,3,,3,,,,,3,"Parks, David","Deshmukh, Saylee Sanjay",,,,,dxp153830,david parks,Operations Management 
OPRE,3310,005,4,11,12,13,10,9,4,3,1,,,,2,,,,,1,"Rios Uribe, Ignacio A","Shahsavand, Parisa",,,,,iar200000,ignacio rios uribe,Operations Management 
OPRE,3310,006,3,10,,2,20,,4,12,,,4,,5,,,,,0,"Subramoniam, Ramesh","Mhatre, Nikita Mahendra",,,,,rxs179630,ramesh subramoniam,Operations Management 
OPRE,3310,007,7,6,9,6,7,11,3,6,,,2,,1,,,,,1,"Venkataraman, Ashwin","Chen, Qiuxia",,,,,axv190029,ashwin venkataraman,Operations Management 
OPRE,3310,008,,30,17,8,6,4,2,2,,,,,1,,,,,0,"Janke, Scott M",,,,,,smj160830,scott janke,Operations Management 
OPRE,3310,009,,40,11,5,6,3,3,1,,,1,,,,,,,0,"Janke, Scott M",,,,,,smj160830,scott janke,Operations Management 
OPRE,3310,010,,8,7,6,4,6,3,8,8,,6,,4,,,,,0,"Vu, Duc D",,,,,,ddv110020,duc vu,Operations Management 
OPRE,3310,0W1,2,6,,4,24,,,22,,,7,,,,,,,1,"Deluke, Eugene",,,,,,gxd052000,eugene deluke,Operations Management 
OPRE,3310,501,4,10,9,6,6,4,5,6,,,4,,4,,,,,2,"Venkataraman, Ashwin","Chen, Qiuxia",,,,,axv190029,ashwin venkataraman,Operations Management 
OPRE,3320,001,1,5,8,9,2,4,3,,4,,2,,,,,,,1,"Fatehi, Soraya","Bu, Like",,,,,sxf200005,soraya fatehi,Integrated Supply Chain Management 
OPRE,3330,001,6,12,19,14,13,8,1,5,,,,,1,,,,,1,"Alborz, Shawn",,,,,,sxa063000,shawn alborz,Project Management 
OPRE,3333,001,7,17,8,6,6,7,3,5,6,1,2,2,3,,,,,4,"Oguzman, Neslihan",,,,,,nxo170830,neslihan oguzman,Quantitative Business Analysis 
OPRE,3333,002,6,23,7,11,5,4,6,4,5,2,1,,4,,,,,1,"Enayaty Ahangar, Negin",,,,,,nxe180001,negin enayaty ahangar,Quantitative Business Analysis 
OPRE,3333,003,4,25,3,12,8,6,8,2,4,1,3,,1,,,,,2,"Enayaty Ahangar, Negin",,,,,,nxe180001,negin enayaty ahangar,Quantitative Business Analysis 
OPRE,3333,004,2,21,11,4,9,6,2,6,3,,2,2,6,,,,,5,"Oguzman, Neslihan",,,,,,nxo170830,neslihan oguzman,Quantitative Business Analysis 
OPRE,3333,0W1,24,20,10,5,4,,,2,2,,,,2,,,,,0,"Alimirzaei, Athena","Sharma, Shishir Kumar",,,,,axa134231,athena alimirzaei,Quantitative Business Analysis 
OPRE,3333,501,4,6,9,8,11,8,2,3,1,5,4,4,6,,,,,5,"Sajjadi, Reza",,,,,,rxs179730,reza sajjadi,Quantitative Business Analysis 
OPRE,3340,001,11,5,4,7,5,2,5,2,4,,,4,5,,,,,6,"Enayaty Ahangar, Negin",,,,,,nxe180001,negin enayaty ahangar,Advanced Business Quantitative Methods 
OPRE,3360,001,5,8,9,6,8,6,3,4,1,1,4,2,2,,,,,2,"Woldu, Malgorzata",,,,,,mxw180018,malgorzata woldu,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,003,2,4,2,9,11,4,4,4,8,2,1,,4,,,,,3,"Simsek, Ahmet S","Farzaneh, Mohammad Amin",,,,,axs158032,ahmet simsek,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,004,9,12,9,7,7,3,8,4,1,2,,,2,,,,,1,"Qu, Zihao",,,,,,zxq180000,zihao qu,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,005,7,12,6,10,7,4,4,3,,,,1,3,,,,,2,"Gokcinar, Abdullah H",,,,,,axg169230,abdullah gokcinar,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,007,7,8,9,14,7,2,9,7,1,1,,,,,,,,0,"Naseri Taheri, Mohammad",,,,,,mxn121930,mohammad naseri,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,008,6,13,5,17,10,4,2,2,2,,,,1,,,,,1,"Gokcinar, Abdullah H",,,,,,axg169230,abdullah gokcinar,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,009,,27,10,5,8,2,3,3,,,,,2,,,,,2,"Vu, Duc D",,,,,,ddv110020,duc vu,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,010,,4,2,5,2,1,5,2,,,,,6,,,,,2,"Toptal, Aysegul","Baswe, Vaishnav S",,,,,axt083100,aysegul toptal,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,0W1,8,12,8,8,8,8,3,8,3,2,1,,,,,,1,0,"Brussolo, Monica E","Deshmukh, Saylee Sanjay",,,,,meb049000,monica brussolo,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,501,1,6,2,9,8,7,7,6,5,1,,1,3,,,,,1,"Simsek, Ahmet S","Farzaneh, Mohammad Amin",,,,,axs158032,ahmet simsek,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,502,7,9,6,7,9,4,5,11,4,1,1,,1,,,,,0,"Naseri Taheri, Mohammad",,,,,,mxn121930,mohammad naseri,Managerial Methods in Decision Making Under Uncertainty 
OPRE,4310,001,1,4,5,4,3,7,2,1,2,,2,,1,,,,,2,"Ramanathan, Kannan","Wei, Jiarui",,,,,kxr087000,kannan ramanathan,Lean and Six Sigma Processes 
OPRE,4320,001,1,5,2,2,6,2,2,7,4,1,2,,,,,,,0,"Subramoniam, Ramesh","Selukar, Sarang R",,,,,rxs179630,ramesh subramoniam,Integrated SCM Information Systems 
OPRE,4330,501,2,13,,6,7,5,1,1,1,,1,,3,,,,,1,"Frazelle, Andrew E","Selukar, Sarang R",,,,,aef180002,andrew frazelle,Global Logistics and Inventory Management 
OPRE,4340,501,4,7,2,7,6,4,2,1,,,1,1,,,,,,1,"Hu, Bin","Ghosh, Pramit",,,,,bxh180009,bin hu,Purchasing  Sourcing  and Contract Management 
OPRE,4345,001,1,3,4,1,3,2,1,1,2,,,,,,,,,0,"Fatehi, Soraya","Bu, Like",,,,,sxf200005,soraya fatehi,Retail Operations 
OPRE,4350,001,2,5,5,7,2,1,3,,1,,,1,,,,,,2,"Wang, Shouqiang","Anantha Ramachandran, Padmanabhan",,,,,sxw163830,shouqiang wang,Spreadsheet Modeling and Analytics 
OPRE,4395,001,,21,,,1,,,,,,,,,,,,,0,"Parks, David","Deshmukh, Saylee Sanjay",,,,,dxp153830,david parks,Capstone Senior Project - Supply Chain Management 
OPRE,6301,001,,6,5,4,7,5,5,2,,,,,5,,,,,1,"Toptal, Aysegul","Baswe, Vaishnav S",,,,,axt083100,aysegul toptal,Statistics and Data Analysis 
OPRE,6301,002,,27,3,4,5,3,8,6,,,,,1,,,,,2,"Ahadi, Khatereh","Khambammettu, Prudhvi",,,,,kxa180010,khatereh ahadi,Statistics and Data Analysis 
OPRE,6301,004,,16,6,7,4,4,9,4,,,,,,,,,,5,"Ahadi, Khatereh","Khambammettu, Prudhvi",,,,,kxa180010,khatereh ahadi,Statistics and Data Analysis 
OPRE,6301,005,,22,5,8,5,5,1,5,,,,,1,,,,,2,"Ahadi, Khatereh","Khambammettu, Prudhvi",,,,,kxa180010,khatereh ahadi,Statistics and Data Analysis 
OPRE,6301,0W1,,18,13,11,8,2,2,3,,,,,,,,,,0,"Leach, Sonia E","Anantha Ramachandran, Padmanabhan",,,,,sel120030,sonia leach,Statistics and Data Analysis 
OPRE,6301,501,,9,6,3,4,2,4,1,,,,,1,,,,1,5,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi,Statistics and Data Analysis 
OPRE,6301,GW1,,12,8,8,4,3,1,2,,,,,3,,,,,2,"Bush, Rhonda L",,,,,,,rhonda bush,
OPRE,6301,GW2,,9,3,4,5,1,,2,,,,,1,,,,,0,"Brussolo, Monica E",,,,,,meb049000,monica brussolo,
OPRE,6302,001,,11,5,31,32,7,1,,,,,,,,,,,1,"Janakiraman, Ganesh","Bu, Like",,,,,gxj091000,ganesh janakiraman,Operations Management 
OPRE,6302,0W1,,21,19,8,12,4,3,1,,,,,,,,,,0,"Leach, Sonia E","Anantha Ramachandran, Padmanabhan",,,,,sel120030,sonia leach,Operations Management 
OPRE,6302,501,,6,14,12,16,11,6,,,,,,7,,,,,5,"Rajamani, Divakar","Takasi, Venkanna Dora Goutham",,,,,dxr020100,divakar rajamani,Operations Management 
OPRE,6302,CW1,,12,3,5,4,2,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh,
OPRE,6302,GW1,,3,9,1,1,,,,,,,,,,,,,1,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh,
OPRE,6302,MBC,,24,13,4,8,2,2,,,,,,,,,,,0,"Honhon, Dorothee B","Shahsavand, Parisa",,,,,dbh130130,dorothee honhon,
OPRE,6302,XS1,,1,12,6,,,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh,
OPRE,6303,0W1,,10,3,6,5,1,,,,,,,3,,,,,1,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi,Quantitative Foundations of Business 
OPRE,6304,501,,6,5,9,9,6,1,,,,,,,,,,,3,"Simsek, Ahmet S","Farzaneh, Mohammad Amin",,,,,axs158032,ahmet simsek,Operations Analytics 
OPRE,6332,001,,28,4,13,11,12,2,1,,,,,1,,,,1,0,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi,Spreadsheet Modeling and Analytics 
OPRE,6332,002,,22,5,8,12,5,,1,,,,,,,,,,0,"Sethi, Awanti","Sinha, Shalaka",,,,,asethi,awanti sethi,Spreadsheet Modeling and Analytics 
OPRE,6332,0W1,,33,13,15,5,4,,5,,,,,2,,,,,1,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
OPRE,6332,0W2,,39,20,10,1,3,,2,,,,,2,,,,,0,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
OPRE,6332,501,,35,14,16,10,4,1,4,,,,,,,,,,1,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
OPRE,6341,501,,36,7,2,,,,,,,,,,,,,,0,"Widdifield, David S","Ghosh, Pramit",,,,,dsw180001,david widdifield,Retail Operations 
OPRE,6359,001,,12,1,1,2,1,1,5,,,,,,,,,,1,"Ahadi, Khatereh","Bharadwaj, Nikhil",,,,,kxa180010,khatereh ahadi,Advanced Statistics for Data Science 
OPRE,6359,002,,3,6,5,8,3,4,5,,,,,1,,,,,0,"Toptal, Aysegul","Baswe, Vaishnav S",,,,,axt083100,aysegul toptal,Advanced Statistics for Data Science 
OPRE,6359,003,,7,1,1,5,2,1,4,,,,,1,,,,,0,"Ramezani, Rasoul","Pendyala, Meghana",,,,,rxr145930,rasoul ramezani,Advanced Statistics for Data Science 
OPRE,6359,0W1,,6,1,4,4,1,1,1,,,,,2,,,,,1,"Brussolo, Monica E","Bharadwaj, Nikhil",,,,,meb049000,monica brussolo,Advanced Statistics for Data Science 
OPRE,6359,501,,6,2,4,2,,1,1,,,,,1,,,,,0,"Enayaty Ahangar, Negin","Bharadwaj, Nikhil",,,,,nxe180001,negin enayaty ahangar,Advanced Statistics for Data Science 
OPRE,6362,0W1,,17,12,4,3,4,2,,,,,,,,,,,1,"Alborz, Shawn",,,,,,sxa063000,shawn alborz,Project Management in Engineering and Operations 
OPRE,6362,0W2,,19,16,10,5,2,,1,,,,,,,,,,0,"Alborz, Shawn",,,,,,sxa063000,shawn alborz,Project Management in Engineering and Operations 
OPRE,6364,001,,3,5,1,1,,,,,,,,,,,,,0,"Ramanathan, Kannan","Wei, Jiarui",,,,,kxr087000,kannan ramanathan,Lean Six Sigma 
OPRE,6366,0W1,,6,9,17,11,4,1,,,,,,,,,,,2,"Cakanyildirim, Metin","Manchiraju, Chandrasekhar Seetharama",,,,,metin,metin cakanyildirim,Global Supply Chain Management 
OPRE,6366,501,,27,12,11,6,1,4,5,,,,,3,,,,,1,"Leach, Sonia E","Patel, Kishan Dilipbhai",,,,,sel120030,sonia leach,Global Supply Chain Management 
OPRE,6369,501,,41,16,9,3,2,,1,,,,,,,,,,0,"Subramoniam, Ramesh","Selukar, Sarang R",,,,,rxs179630,ramesh subramoniam,Supply Chain Software with SAP 
OPRE,6370,0W1,,27,,19,15,2,,,,,,,,,,,,2,"Frazelle, Andrew E","Selukar, Sarang R",,,,,aef180002,andrew frazelle,Global Logistics and Transportation 
OPRE,6370,501,,83,5,2,,,,,,,,,,,,,,0,"Sabri, Ehap H","Armaghan, Milad",,,,,exs055000,ehap sabri,Global Logistics and Transportation 
OPRE,6371,0W1,,16,16,15,10,5,,2,,,,,4,,,,,1,"Katok, Elena M",,,,,,emk120030,elena katok,Purchasing  Sourcing and Contract Management 
OPRE,6372,PW1,,4,2,2,2,,,1,,,,,1,,,,,0,"Szot, James","LeBoeuf, Nicole T","Rajamani, Divakar","Thouin, Mark",,,,james szot,
OPRE,6378,501,,39,24,11,10,2,1,1,,,,,1,,,,,0,"Widdifield, David S","Ghosh, Pramit",,,,,dsw180001,david widdifield,Supply Chain Strategy 
OPRE,6379,0W1,,12,13,12,12,6,3,,,,,,1,,,,,0,"Rajamani, Divakar","Wei, Jiarui",,,,,dxr020100,divakar rajamani,Product Lifecycle Management 
OPRE,6393,0W1,,7,5,,1,,,1,,,,,,,,,,0,"Cavusoglu, Huseyin","Zhu, Yan",,,,,huseyin,huseyin cavusoglu,Database Foundations 
OPRE,6398,002,,4,2,4,2,,1,1,,,,,2,,,,,0,"Alimirzaei, Athena","Sharma, Shishir Kumar",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
OPRE,7351,0H1,,,,,,,,,,,,,,14,,,,0,"Sethi, Suresh",,,,,,sethi,,Seminar in Operations Management 
PA,3333,001,10,7,4,,,,,,,,,,2,,,,,0,"Hoang, Thanh T",,,,,,tth180005,thanh hoang,Human Resources Management  Leading a Diverse Workforce 
PA,3378,001,,6,,1,3,,,,,,,,2,,,,,0,"Gorina, Evgenia","Ferrero, Federico J",,,,,exg131830,evgenia gorina,Public Finance and Economics 
PA,3379,001,,7,1,,1,,,,,,,,1,,,,,1,"Cline, Ravin R",,,,,,rrc170001,ravin cline,Diversity in the Public Sector 
PA,3380,0W1,17,14,,5,3,,,,,1,,,4,,,,,1,"Rafi, Ahmed",,,,,,axr200020,ahmed rafi,Organizations  Theory and Behavior 
PA,4351,501,,30,,,,,,,,,,,,,,,,0,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides,Managing the Urban Environment 
PA,4355,001,6,3,6,2,1,1,,1,,,,,1,,,,,0,"Russell, Allison","Egukawhore, Oghenekome",,,,,axr210032,allison russell,Managing Nonprofit Organizations 
PA,4390,001,5,7,1,,,,,,,,,,,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill,Capstone - Social Entrepreneurship  Leading Change 
PA,4396,0W1,27,4,1,,,1,1,,,,,1,3,,,,2,0,"Maxwell, Sarah P",,,,,,spm092000,sarah maxwell,Topics in Public Administration 
PA,6315,501,,20,6,,1,,,,,,,,,,,,,2,"Harrington, James",,,,,,jxh134630,james harrington,Evaluating Program and Organizational Performance 
PA,6326,0E1,,12,,,,,,,,,,,1,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill,Decision Tools for Managers 
PA,6342,501,,6,,,2,,,,,,,,,,,,,3,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides,Local Economic Development 
PA,6345,001,,23,,,3,,,,,,,,,,,,1,0,"Sabharwal, Meghna","Sharma, Namrta",,,,,mxs095000,meghna sabharwal,Human Resources Management 
PA,6348,0W1,,27,,,,,,,,,,,,,,,,0,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides,Navigating the Public Service Workplace 
PA,6370,001,,8,1,,1,,,,,,,,,,,,,0,"Battaglio, Randy P",,,,,,rpb071000,jr r paul battaglio,Project and Contract Management 
PA,6374,0W1,,17,3,,3,,,,,,,,,,,,,2,"Searing, Elizabeth",,,,,,exs200001,elizabeth searing,Financial Management for Nonprofit Organizations 
PA,6386,501,,19,,,2,,,,,,,,,,,,,1,"Sabharwal, Meghna",,,,,,mxs095000,meghna sabharwal,Diversity Management 
PA,6389,0W1,,10,4,,,,,,,,,,1,,,,,1,"Russell, Allison","Oh, Seongdeok","Egukawhore, Oghenekome",,,,axr210032,allison russell,Volunteer Management 
PA,6399,501,,20,,,,,,,,,,,,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill,Capstone in Public Affairs 
PHIL,1301,001,16,70,24,16,38,19,10,8,7,,3,5,10,,,,,10,"Bambach, Charles","Sampson, Eric","Dunbar, Amanda R","Brown, Derek W","Bensinger, Justin F",,cbambach,charles bambach,Introduction to Philosophy 
PHIL,1306,001,10,40,24,18,14,7,3,,1,,1,,1,,,,,1,"Ren, Songyao","Williams, Sunshine A","Ghahari Kermani, Arash",,,,sxr210065,songyao ren,Introduction to Ethics 
PHIL,1307,001,23,9,,,4,,,5,,,,,2,,,,,0,"Amato, Lawrence A",,,,,,laa062000,lawrence amato,Introduction to Philosophy of Art 
PHIL,2303,001,4,3,2,3,2,,3,6,2,2,3,1,14,,,,,4,"Escalante, Elizabeth R",,,,,,exe121230,elizabeth escalante,Introduction to Logic 
PHIL,2317,001,1,21,,2,7,,2,3,,,2,,2,,,,,0,"Amato, Lawrence A",,,,,,laa062000,lawrence amato,History of Philosophy II 
PHIL,3309,001,7,9,,,7,,,2,,,2,,,,,,1,1,"Amato, Lawrence A",,,,,,laa062000,lawrence amato,Philosophy of Technology 
PHIL,3320,001,1,16,7,3,,1,1,,,,,,,,,,1,0,"Davies, Katherine",,,,,,kxd180013,,Medical Ethics 
PHIL,3324,501,1,1,2,,1,,2,,1,4,,,2,,,,1,1,"Brown, Matthew",,,,,,mxb091000,matthew brown,19th and 20th Century Philosophy 
PHIL,3328,501,2,3,,,2,1,3,,,,,,3,,,,1,0,"Brown, Matthew",,,,,,mxb091000,matthew brown,History and Philosophy of Science and Medicine 
PHIL,4322,001,11,13,,,1,,,1,,1,1,,1,,,,1,0,"Amato, Lawrence A",,,,,,laa062000,lawrence amato,Philosophical Traditions II 
PHIL,6390,501,,6,,2,1,,,,,,,,,,,,1,0,"Davies, Katherine",,,,,,kxd180013,,Topics in Philosophy 
PHYS,1301,001,20,31,29,31,28,16,15,18,8,5,6,2,6,,,,,4,"Khan, Amena","Chinthak Murali, .","Koirala, Pawan",,,,axk140130,amena khan,College Physics I 
PHYS,1301,002,27,17,23,14,7,5,7,9,3,1,1,2,2,,,,,3,"Du, Shengwang","Koirala, Pawan",,,,,sxd200057,shengwang du,College Physics I 
PHYS,1302,001,42,13,14,21,7,16,9,8,3,5,3,1,13,,,,,5,"Saleh, Lamya","Mahmud, Mohammad M",,,,,lxs190019,lamya saleh,College Physics II 
PHYS,1302,501,6,17,6,6,10,6,6,7,3,4,3,4,2,,,,,4,"Sun, Kuei","Mahmud, Mohammad M",,,,,kxs147030,kuei sun,College Physics II 
PHYS,2125,101,1,22,3,,1,,,1,,,,,,,,,,1,"Sun, Kuei","Khan, Amena","Mishra, Aditya K",,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,102,6,22,1,,,,,,,1,,,,,,,,0,"Sun, Kuei","Khan, Amena","Mishra, Aditya K",,,,kxs147030,kuei sun,Physics Laboratory I 
